#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
1241,Hunter Brown,686613,686613,25880,11435,*05144*,HOU,SP,SP,Brown,Hunter,Brown,Hunter,Hunter Brown
1242,Ty Adcock,686654,686654,25651,11807,,SD,RP,RP,Adcock,Ty,Adcock,Ty,Ty Adcock
1243,Brenton Doyle,686668,686668,25479,11653,*0513l*,COL,OF,OF,Doyle,Brenton,Doyle,Brenton,Brenton Doyle
1244,Korey Lee,686676,686676,25543,11313,*0510z*,CHW,C,C,Lee,Korey,Lee,Korey,Korey Lee
1245,Michael Massey,686681,686681,27684,11516,*05139*,KC,2B/OF,2B/OF,Massey,Michael,Massey,Michael,Michael Massey
1246,Ryan Bergert,686701,686701,29863,12288,*05xpo*,KC,SP,SP,Bergert,Ryan,Bergert,Ryan,Ryan Bergert
1247,Carson Spiers,686730,686730,27685,11854,*05r3k*,CIN,SP,SP,Spiers,Carson,Spiers,Carson,Carson Spiers
1248,Joe La Sorsa,686747,686747,25481,11798,*06l4d*,PIT,RP,RP,La Sorsa,Joe,La Sorsa,Joe,Joe La Sorsa
1249,Seth Johnson,686751,686751,26020,11141,*0511t*,PHI,RP,RP,Johnson,Seth,Johnson,Seth,Seth Johnson
1250,Ryan Pepiot,686752,686752,26221,11059,*0512m*,TB,SP,SP,Pepiot,Ryan,Pepiot,Ryan,Ryan Pepiot
1251,Drey Jameson,686753,686753,26260,11403,*0511r*,ARI,RP,RP,Jameson,Drey,Jameson,Drey,Drey Jameson
1252,Nick Sogard,686765,686765,25483,12138,*0519f*,BOS,2B,2B,Sogard,Nick,Sogard,Nick,Nick Sogard
1253,Pedro Pages,686780,686780,25782,10880,*0514k*,STL,C,C,Pages,Pedro,Pagés,Pedro,Pedro Pagés
1254,Blake Walston,686796,686796,26270,11033,*050s3*,ARI,RP,RP,Walston,Blake,Walston,Blake,Blake Walston
1255,Brooks Lee,686797,686797,31595,11740,*04yig*,MIN,2B/SS/ 3B,2B/SS/ 3B,Lee,Brooks,Lee,Brooks,Brooks Lee
1256,Jack Kochanowicz,686799,686799,27688,11967,*0512u*,LAA,SP,SP,Kochanowicz,Jack,Kochanowicz,Jack,Jack Kochanowicz
1257,Will Brennan,686823,686823,25660,11578,*05165*,FA,OF,OF,Brennan,Will,,,
1258,Bryce Jarvis,686826,686826,27477,11031,*05gvt*,ARI,RP,RP,Jarvis,Bryce,Jarvis,Bryce,Bryce Jarvis
1259,Reggie Crawford,686846,686846,sa3020457,12247,*05uee*,SF,RP,RP,Crawford,Reggie,Crawford,Reggie,
1260,Joey Wiemer,686894,686894,27690,11406,*05jq3*,FA,OF,OF,Wiemer,Joey,,,
1261,Mason Barnett,686930,686930,31741,12349,*0630h*,ATH,SP,SP,Barnett,Mason,Barnett,Mason,Mason Barnett
1262,Drake Baldwin,686948,686948,31539,12203,*0630d*,ATL,C,C,Baldwin,Drake,Baldwin,Drake,Drake Baldwin
1263,Cole Waites,686972,686972,25665,11571,*051dv*,SF,RP,RP,Waites,Cole,Waites,Cole,Cole Waites
1264,Louis Varland,686973,686973,27691,11424,*051bm*,TOR,RP,RP,Varland,Louis,Varland,Louis,Louis Varland
1265,Justin Sterner,686993,686993,27694,12097,*066n1*,ATH,RP,RP,Sterner,Justin,Sterner,Justin,Justin Sterner
1266,Brandon Young,687064,687064,27819,12223,*05r3a*,BAL,SP,SP,Young,Brandon,Young,Brandon,Brandon Young
1267,Eric Yang,687066,687066,27698,12134,*0515n*,FA,C,C,Yang,Eric,,,
1268,Brandon Sproat,687075,687075,33850,12198,*0515o*,NYM,SP,SP,Sproat,Brandon,Sproat,Brandon,Brandon Sproat
1269,Vaughn Grissom,687093,687093,26031,11531,*0518n*,LAA,SS,SS,Grissom,Vaughn,Grissom,Vaughn,Vaughn Grissom
1270,Bradley Blalock,687134,687134,26419,11966,*0579z*,COL,SP,SP,Blalock,Bradley,Blalock,Bradley,Bradley Blalock
1271,Evan Justice,687145,687145,30008,11845,*05yae*,COL,RP,RP,Justice,Evan,Justice,Evan,Evan Justice
1272,Zach Maxwell,687209,687209,31610,12206,*0648f*,CIN,RP,RP,Maxwell,Zach,Maxwell,Zach,Zach Maxwell
1273,Dalton Rushing,687221,687221,31382,12190,*05xtz*,LAD,C,C/OF,Rushing,Dalton,Rushing,Dalton,Dalton Rushing
1274,Darell Hernaiz,687231,687231,26224,11920,*05145*,ATH,SS/3B,SS/3B,Hernaiz,Darell,Hernaiz,Darell,Darell Hernaiz
1275,Zach Neto,687263,687263,31347,11741,*05xu5*,LAA,SS,SS,Neto,Zach,Neto,Zach,Zach Neto
1276,K.C. Hunt,687268,687268,sa3022937,12218,,MIL,SP,SP,Hunt,K.C.,Hunt,K.C.,
1277,Quinn Mathews,687273,687273,sa3023407,12192,*060gd*,STL,SP,SP,Mathews,Quinn,Mathews,Quinn,
1278,Gabriel Rincones Jr.,687282,687282,sa3020758,12358,*0630f*,PHI,OF,OF,Rincones Jr.,Gabriel,Rincones Jr.,Gabriel,
1279,Kevin Kelly,687330,687330,25679,11729,*051eh*,TB,RP,RP,Kelly,Kevin,Kelly,Kevin,Kevin Kelly
1280,Victor Scott II,687363,687363,31349,11947,*0648z*,STL,OF,OF,Scott II,Victor,Scott II,Victor,Victor Scott II
1281,Orlando Ribalta,687377,687377,26247,12153,*0519c*,WSH,RP,RP,Ribalta,Orlando,Ribalta,Orlando,Orlando Ribalta
1282,Chad Bell,687382,687382,,9467,*051ez*,NYY,3B,3B,Bell,Chad,Bell,Chad,
1283,Brent Headrick,687396,687396,27702,11689,*0516x*,NYY,RP,RP,Headrick,Brent,Headrick,Brent,Brent Headrick
1284,Joey Ortiz,687401,687401,25493,11625,*0513c*,MIL,SS/3B,SS/3B,Ortiz,Joey,Ortiz,Joey,Joey Ortiz
1285,Spencer Horwitz,687462,687462,26477,11434,*051ia*,PIT,1B/2B,1B/2B,Horwitz,Spencer,Horwitz,Spencer,Spencer Horwitz
1286,Ryan Gusto,687473,687473,26440,12187,*0518s*,MIA,SP,SP,Gusto,Ryan,Gusto,Ryan,Ryan Gusto
1287,Colby Thomas,687515,687515,31855,12199,*0630e*,ATH,OF,OF,Thomas,Colby,Thomas,Colby,Colby Thomas
1288,Grant McCray,687529,687529,25690,12154,*0512r*,SF,OF,OF,McCray,Grant,McCray,Grant,Grant McCray
1289,Drew Gilbert,687551,687551,31545,12440,*05xu0*,SF,OF,OF,Gilbert,Drew,Gilbert,Drew,Drew Gilbert
1290,Dom Hamel,687589,687589,30153,12015,*05udy*,TEX,SP,SP,Hamel,Dom,Hamel,Dom,Dom Hamel
1291,Jordan Beck,687597,687597,31431,12084,*051b4*,COL,OF,OF,Beck,Jordan,Beck,Jordan,Jordan Beck
1292,Paxton Schultz,687606,687606,25501,12383,,TOR,RP,RP,Schultz,Paxton,Schultz,Paxton,Paxton Schultz
1293,Dylan Beavers,687637,687637,31695,12226,*05xty*,BAL,OF,OF,Beavers,Dylan,Beavers,Dylan,Dylan Beavers
1294,Kaden Polcovich,687659,687659,sa3014496,10868,*05lnl*,SEA,2B,2B,Polcovich,Kaden,Polcovich,Kaden,
1295,Jackson Cluff,687714,687714,sa3010342,11124,*05150*,NYM,SS,SS,Cluff,Jackson,Cluff,Jackson,
1296,Mitch Spence,687765,687765,27707,12002,*0517z*,ATH,SP,SP,Spence,Mitch,Spence,Mitch,Mitch Spence
1297,DJ Herz,687792,687792,26389,11969,*0516h*,WSH,SP,SP,Herz,DJ,Herz,DJ,DJ Herz
1298,Cade Marlowe,687799,687799,25505,11657,*051fl*,FA,OF,OF,Marlowe,Cade,Marlowe,Cade,Cade Marlowe
1299,Sawyer Gipson-Long,687830,687830,26048,11863,*0514z*,DET,SP,SP,Gipson-Long,Sawyer,Gipson-Long,Sawyer,Sawyer Gipson-Long
1300,Marc Church,687847,687847,26353,11993,*051du*,TEX,RP,RP,Church,Marc,Church,Marc,Marc Church
1301,Troy Johnston,687859,687859,26143,11905,*051d0*,COL,1B/OF,1B/OF,Johnston,Troy,Johnston,Troy,Troy Johnston
1302,Porter Hodge,687863,687863,26413,11980,*051aa*,CHC,RP,RP,Hodge,Porter,Hodge,Porter,Porter Hodge
1303,Brandon Walter,687888,687888,26056,11608,*05rk4*,HOU,SP,SP,Walter,Brandon,Walter,Brandon,Brandon Walter
1304,Bryan King,687911,687911,25890,12111,*06mi0*,HOU,RP,RP,King,Bryan,King,Bryan,Bryan King
1305,Julian Aguiar,687924,687924,30031,11959,*05yg3*,CIN,SP,SP,Aguiar,Julian,Aguiar,Julian,Julian Aguiar
1306,Carson Whisenhunt,687931,687931,31676,11956,*05y7v*,SF,SP,SP,Whisenhunt,Carson,Whisenhunt,Carson,Carson Whisenhunt
1307,Christian Encarnacion-Strand,687952,687952,30011,11736,*05xor*,CIN,1B,1B,Encarnacion-Strand,Christian,Encarnacion-Strand,Christian,Christian Encarnacion-Strand
1308,Dustin Harris,687957,687957,25705,11589,*0518r*,CHW,OF,OF,Harris,Dustin,Harris,Dustin,Dustin Harris
1309,Robert Gasser,688107,688107,29812,11745,*05u6r*,MIL,SP,SP,Gasser,Robert,Gasser,Robert,Robert Gasser
1310,Logan Evans,688138,688138,33699,12208,*06hv8*,SEA,SP,SP,Evans,Logan,Evans,Logan,Logan Evans
1311,Chris Roycroft,688297,688297,31261,12086,*06lqo*,STL,RP,RP,Roycroft,Chris,Roycroft,Chris,Chris Roycroft
1312,Graham Pauley,688363,688363,31363,11954,*066lr*,MIA,3B,3B,Pauley,Graham,Pauley,Graham,Graham Pauley
1313,Gavin Cross,688457,688457,sa3019985,12341,*05tcd*,KC,OF,OF,Cross,Gavin,Cross,Gavin,
1314,Zach Agnos,688642,688642,31552,12221,*064ny*,COL,RP,RP,Agnos,Zach,Agnos,Zach,Zach Agnos
1315,Blaine Crim,688760,688760,25714,12034,*051eo*,COL,1B,1B,Crim,Blaine,Crim,Blaine,Blaine Crim
1316,Landon Knack,689017,689017,27487,11058,*05l9f*,LAD,SP,SP,Knack,Landon,Knack,Landon,Landon Knack
1317,Orion Kerkering,689147,689147,31776,11876,*06491*,PHI,RP,RP,Kerkering,Orion,Kerkering,Orion,Orion Kerkering
1318,Chad Dallas,689149,689149,sa3018180,12063,*05xpp*,TOR,SP,SP,Dallas,Chad,Dallas,Chad,
1319,Brett Wisely,689172,689172,27735,11768,*051br*,ATL,2B,2B,Wisely,Brett,Wisely,Brett,Brett Wisely
1320,Jacob Melton,689200,689200,31661,12046,*061gx*,TB,OF,OF,Melton,Jacob,Melton,Jacob,Jacob Melton
1321,Beau Brieske,689225,689225,26079,11429,*05t6u*,DET,RP,RP,Brieske,Beau,Brieske,Beau,Beau Brieske
1322,Mason Fluharty,689254,689254,31553,12373,*0648y*,TOR,RP,RP,Fluharty,Mason,Fluharty,Mason,Mason Fluharty
1323,Dylan Dodd,689266,689266,29928,11765,*05uy4*,ATL,RP,RP,Dodd,Dylan,Dodd,Dylan,Dylan Dodd
1324,Matt Koperniak,689288,689288,sa3014834,12265,*05wb2*,STL,OF,OF,Koperniak,Matt,Koperniak,Matt,
1325,Liam Hicks,689414,689414,29844,11943,*05ynb*,MIA,C/1B,C/1B,Hicks,Liam,Hicks,Liam,Liam Hicks
1326,Drew Thorpe,689672,689672,31967,11896,*05yb1*,CHW,SP,SP,Thorpe,Drew,Thorpe,Drew,Drew Thorpe
1327,Alek Jacob,689690,689690,29628,11824,*05xq0*,SD,RP,RP,Jacob,Alek,Jacob,Alek,Alek Jacob
1328,Andrew Walters,689958,689958,33834,12182,*061a8*,CLE,RP,RP,Walters,Andrew,Walters,Andrew,Andrew Walters
1329,River Ryan,689981,689981,29514,11910,*05ynx*,LAD,SP,SP,Ryan,River,Ryan,River,River Ryan
1330,Ryan Ritter,690022,690022,31500,12406,*05xu2*,COL,2B/SS,2B/SS,Ritter,Ryan,Ritter,Ryan,Ryan Ritter
1331,Jace Jung,690291,690291,31437,11929,*05tzg*,DET,3B,3B,Jung,Jace,Jung,Jace,Jace Jung
1332,Ben Joyce,690829,690829,31461,11754,*060eu*,LAA,RP,RP,Joyce,Ben,Joyce,Ben,Ben Joyce
1333,Richard Fitts,690916,690916,30160,12014,*05rav*,STL,SP,SP,Fitts,Richard,Fitts,Richard,Richard Fitts
1334,Braxton Fulford,690924,690924,29704,12378,*05yc9*,COL,C,C,Fulford,Braxton,Fulford,Braxton,Braxton Fulford
1335,Clayton Beeter,690925,690925,27494,11106,*05jnq*,WSH,RP,RP,Beeter,Clayton,Beeter,Clayton,Clayton Beeter
1336,Hunter Dobbins,690928,690928,30240,12280,*05y6w*,STL,SP,SP,Dobbins,Hunter,Dobbins,Hunter,Hunter Dobbins
1337,Mick Abel,690953,690953,27756,11632,*05g4k*,MIN,SP,SP,Abel,Mick,Abel,Mick,Mick Abel
1338,Enrique Bradfield Jr.,690961,690961,sa3022917,12213,*05jre*,BAL,OF,OF,Bradfield Jr.,Enrique,Bradfield Jr.,Enrique,
1339,Alex Freeland,690976,690976,31665,12231,*05xu1*,LAD,2B/SS/ 3B,2B/SS/ 3B,Freeland,Alex,Freeland,Alex,Alex Freeland
1340,Dax Fulton,690978,690978,sa3014535,11757,*05gwu*,MIA,SP,SP,Fulton,Dax,Fulton,Dax,
1341,Kyle Harrison,690986,690986,27758,11597,*05js3*,BOS,SP,SP,Harrison,Kyle,Harrison,Kyle,Kyle Harrison
1342,Robert Hassell III,690987,690987,27482,11046,*05gbe*,WSH,OF,OF,Hassell III,Robert,Hassell III,Robert,Robert Hassell III
1343,Austin Hendrick,690988,690988,sa3014521,10828,*04n1t*,CIN,OF,OF,Hendrick,Austin,Hendrick,Austin,
1344,Cade Horton,690990,690990,31872,11886,*05gww*,CHC,SP,SP,Horton,Cade,Horton,Cade,Cade Horton
1345,Colt Keith,690993,690993,27899,11825,*05jrh*,DET,1B/2B/ 3B,1B/2B/ 3B,Keith,Colt,Keith,Colt,Colt Keith
1346,Nolan McLean,690997,690997,33703,12443,*05y7s*,NYM,SP,SP,McLean,Nolan,McLean,Nolan,Nolan McLean
1347,Tre’ Morgan,691003,691003,sa3022919,12332,*05wrt*,TB,OF,OF,Morgan,Tre’,Morgan,Tre’,
1348,Drew Romo,691011,691011,27763,11914,*05gwr*,NYM,C,C,Romo,Drew,Romo,Drew,Drew Romo
1349,Tyler Soderstrom,691016,691016,27467,11071,*05gtn*,ATH,1B/OF,1B/ OF,Soderstrom,Tyler,Soderstrom,Tyler,Tyler Soderstrom
1350,Kyle Teel,691019,691019,33549,11901,*05wxy*,CHW,C,C,Teel,Kyle,Teel,Kyle,Kyle Teel
1351,A.J. Vukovich,691021,691021,sa3014525,11616,*05jql*,ARI,3B,3B,Vukovich,A.J.,Vukovich,A.J.,
1352,Jordan Walker,691023,691023,27475,10885,*05gbf*,STL,OF,OF,Walker,Jordan,Walker,Jordan,Jordan Walker
1353,Masyn Winn,691026,691026,27479,10899,*05gwy*,STL,SS,SS,Winn,Masyn,Winn,Masyn,Masyn Winn
1354,Yosver Zulueta,691172,691172,27765,11687,*05it9*,CIN,RP,RP,Zulueta,Yosver,Zulueta,Yosver,Yosver Zulueta
1355,Jasson Dominguez,691176,691176,28080,11749,*050c3*,NYY,OF,OF,Dominguez,Jasson,Domínguez,Jasson,Jasson Domínguez
1356,Emmanuel Rodriguez,691181,691181,sa3014693,11990,*054p6*,MIN,OF,OF,Rodriguez,Emmanuel,Rodriguez,Emmanuel,
1357,Adael Amador,691182,691182,27962,11965,*04ysv*,COL,2B,2B,Amador,Adael,Amador,Adael,Adael Amador
1358,Maximo Acosta,691185,691185,27963,12290,*0568a*,MIA,2B/3B,2B/3B,Acosta,Maximo,Acosta,Maximo,Maximo Acosta
1359,Deyvison De Los Santos,691277,691277,sa3015168,11615,*05nsq*,MIA,1B,1B/3B,De Los Santos,Deyvison,De Los Santos,Deyvison,Deyvison De Los Santos
1360,Moises Chace,691330,691330,sa3015346,12264,*060vu*,PHI,SP,SP,Chace,Moises,Chace,Moisés,
1361,Jhostynxon Garcia,691373,691373,28142,12279,*05j8u*,PIT,OF,OF,Garcia,Jhostynxon,Garcia,Jhostynxon,Jhostynxon Garcia
1362,Junior Caminero,691406,691406,28163,11875,*05xch*,TB,3B,3B,Caminero,Junior,Caminero,Junior,Junior Caminero
1363,Cristian Mena,691441,691441,27974,11978,*05ita*,ARI,RP,RP,Mena,Cristian,Mena,Cristian,Cristian Mena
1364,Yolbert Sanchez,691503,691503,sa3011471,10529,*04yrn*,FA,2B,2B,Sanchez,Yolbert,,,
1365,Eury Perez,691587,691587,27768,11591,*05aoc*,MIA,SP,SP,Perez,Eury,Pérez,Eury,Eury Pérez
1366,Javier Sanoja,691594,691594,28253,12177,*062ho*,MIA,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Sanoja,Javier,Sanoja,Javier,Javier Sanoja
1367,Jeferson Quero,691620,691620,sa3015407,11906,*05gss*,MIL,C,C,Quero,Jeferson,Quero,Jeferson,
1368,Pete Crow-Armstrong,691718,691718,27769,11864,*051wv*,CHC,OF,OF,Crow-Armstrong,Pete,Crow-Armstrong,Pete,Pete Crow-Armstrong
1369,Kyle Karros,691720,691720,33252,12439,*06dsa*,COL,3B,3B,Karros,Kyle,Karros,Kyle,Kyle Karros
1370,Jared Kelley,691721,691721,sa3014471,11091,*05g4j*,CHW,RP,RP,Kelley,Jared,Kelley,Jared,
1371,Coby Mayo,691723,691723,28312,11889,*05js5*,BAL,1B/3B,1B/3B,Mayo,Coby,Mayo,Coby,Coby Mayo
1372,Andrew Painter,691725,691725,sa3017880,11585,*05r3i*,PHI,SP,SP,Painter,Andrew,Painter,Andrew,
1373,Zac Veen,691728,691728,27770,11331,*05gbg*,COL,OF,OF,Veen,Zac,Veen,Zac,Zac Veen
1374,Max Muncy,691777,691777,29779,12301,*05t9l*,ATH,2B/SS/ 3B,2B/SS/ 3B,Muncy,Max,Muncy,Max,Max Muncy
1375,Brady House,691781,691781,29993,11926,*059bx*,WSH,3B,3B,House,Brady,House,Brady,Brady House
1376,Jordan Lawlar,691783,691783,29976,11439,*05r1m*,ARI,SS/3B,SS/3B,Lawlar,Jordan,Lawlar,Jordan,Jordan Lawlar
1377,Marcelo Mayer,691785,691785,29668,11934,*05r9j*,BOS,SS/3B,SS/3B,Mayer,Marcelo,Mayer,Marcelo,Marcelo Mayer
1378,Grant Taylor,691799,691799,33927,12359,*066er*,CHW,RP,RP,Taylor,Grant,Taylor,Grant,Grant Taylor
1379,Sem Robberse,691828,691828,sa3011735,11976,*05gea*,STL,RP,RP,Robberse,Sem,Robberse,Sem,
1380,Jared Serna,691858,691858,sa3015579,12263,*062jx*,MIA,2B,2B,Serna,Jared,Serna,Jared,
1381,Tsung-Che Cheng,691907,691907,28344,11998,*05y34*,FA,SS,SS,Cheng,Tsung-Che,,,
1382,Jesus Castillo,691913,691913,sa3015587,9853,*062l1*,PIT,SS,SS,Castillo,Jesus,Castillo,Jesus,
1383,George Klassen,691946,691946,sa3023440,12220,*067xm*,LAA,SP,SP,Klassen,George,Klassen,George,
1384,Sam Aldegheri,691951,691951,26443,12170,*06aw2*,LAA,SP,SP,Aldegheri,Sam,Aldegheri,Sam,Sam Aldegheri
1385,C.J. Kayfus,692216,692216,33704,12435,*06dn6*,CLE,1B/OF,1B/OF,Kayfus,C.J.,Kayfus,C.J.,CJ Kayfus
1386,Kristian Campbell,692225,692225,33644,12195,*06f0q*,BOS,2B,2B/OF,Campbell,Kristian,Campbell,Kristian,Kristian Campbell
1387,Carlos Rodriguez,692230,692230,30161,11915,*04loe*,MIL,RP,RP,Rodriguez,Carlos,Rodriguez,Carlos,Carlos Rodriguez
1388,Luis Guerrero,692285,692285,31184,12176,*06aop*,TB,RP,RP,Guerrero,Luis,Guerrero,Luis,Luis Guerrero
1389,Yoniel Curet,692414,692414,sa3015446,11991,*05uec*,PHI,SP,SP,Curet,Yoniel,Curet,Yoniel,
1390,Winston Santos,692437,692437,sa3015952,12291,*061lj*,TEX,SP,SP,Santos,Winston,Santos,Winston,
1391,Yanquiel Fernandez,692585,692585,28552,12219,*05g3k*,COL,OF,OF,Fernandez,Yanquiel,Fernández,Yanquiel,Yanquiel Fernández
1392,Oscar Colas,693049,693049,30162,11181,*05g2r*,FA,DH,DH,Colas,Oscar,Colás,Oscar,Oscar Colás
1393,Nick Gonzales,693304,693304,27490,11038,*0597k*,PIT,2B,2B/SS,Gonzales,Nick,Gonzales,Nick,Nick Gonzales
1394,Dillon Dingler,693307,693307,27464,10920,*05gx4*,DET,C,C,Dingler,Dillon,Dingler,Dillon,Dillon Dingler
1395,Nick Frasso,693308,693308,sa3014492,11931,*05jpo*,LAD,RP,RP,Frasso,Nick,Frasso,Nick,
1396,Burl Carraway,693310,693310,,11074,*05jp6*,CHC,RP,RP,Carraway,Burl,Carraway,Burl,
1397,Tink Hence,693311,693311,sa3014709,12033,*05jpx*,STL,SP,SP,Hence,Tink,Hence,Tink,
1398,Kyle Nicolas,693312,693312,27775,11869,*05l9g*,PIT,RP,RP,Nicolas,Kyle,Nicolas,Kyle,Kyle Nicolas
1399,Carson Seymour,693313,693313,30084,12283,*05jqk*,SF,SP,SP,Seymour,Carson,Seymour,Carson,Carson Seymour
1400,Bryan Woo,693433,693433,30279,11800,*05y62*,SEA,SP,SP,Woo,Bryan,Woo,Bryan,Bryan Woo
1401,Taylor Dollard,693440,693440,sa3014982,11721,*05jrq*,SEA,SP,SP,Dollard,Taylor,Dollard,Taylor,
1402,Cam Schlittler,693645,693645,32095,12361,,NYY,SP,SP,Schlittler,Cam,Schlittler,Cam,Cam Schlittler
1403,Emiliano Teodo,693713,693713,sa3015158,11945,*05uo4*,TEX,SP,SP,Teodo,Emiliano,Teodo,Emiliano,
1404,Bryce Elder,693821,693821,27779,11307,*05jp9*,ATL,SP,SP,Elder,Bryce,Elder,Bryce,Bryce Elder
1405,Ian Seymour,693855,693855,27932,11420,*05jpd*,TB,SP,SP,Seymour,Ian,Seymour,Ian,Ian Seymour
1406,Daniel Palencia,694037,694037,27914,11821,*05u4l*,CHC,RP,RP,Palencia,Daniel,Palencia,Daniel,Daniel Palencia
1407,Pedro Leon,694175,694175,27781,11198,*05gdv*,PHI,SS,SS,Leon,Pedro,León,Pedro,Pedro León
1408,Jackson Chourio,694192,694192,28806,11738,*05m1e*,MIL,OF,OF,Chourio,Jackson,Chourio,Jackson,Jackson Chourio
1409,Denzer Guzman,694203,694203,28816,12462,*05m1b*,LAA,SS,SS,Guzman,Denzer,Guzman,Denzer,Denzer Guzman
1410,Moises Ballesteros,694208,694208,28820,12217,*05rbs*,CHC,C,C,Ballesteros,Moises,Ballesteros,Moisés,Moisés Ballesteros
1411,Samuel Basallo,694212,694212,28824,12039,*05rbv*,BAL,C,C/1B,Basallo,Samuel,Basallo,Samuel,Samuel Basallo
1412,Brandon Pfaadt,694297,694297,27782,11586,*05lg3*,ARI,SP,SP,Pfaadt,Brandon,Pfaadt,Brandon,Brandon Pfaadt
1413,Matt Svanson,694335,694335,29629,12266,*06elo*,STL,RP,RP,Svanson,Matt,Svanson,Matt,Matt Svanson
1414,Zach Brzykcy,694350,694350,27783,11744,*05ocn*,MIA,RP,RP,Brzykcy,Zach,Brzykcy,Zach,Zach Brzykcy
1415,Tyler Gentry,694355,694355,27784,11602,*05jqw*,KC,OF,OF,Gentry,Tyler,Gentry,Tyler,Tyler Gentry
1416,Ricky Tiedemann,694357,694357,sa3018096,11605,*05js6*,TOR,SP,SP,Tiedemann,Ricky,Tiedemann,Ricky,
1417,Tekoah Roby,694358,694358,sa3014519,11899,*05jqh*,STL,SP,SP,Roby,Tekoah,Roby,Tekoah,
1418,Niko Kavadas,694359,694359,29782,12157,*05jqp*,LAA,DH,1B,Kavadas,Niko,Kavadas,Niko,Niko Kavadas
1419,Will Klein,694361,694361,27787,11983,*05jrv*,LAD,RP,RP,Klein,Will,Klein,Will,Will Klein
1420,Blake Dunn,694362,694362,29487,11925,*05jr5*,CIN,OF,OF,Dunn,Blake,Dunn,Blake,Blake Dunn
1421,Jared Shuster,694363,694363,27472,10849,*05jp2*,STL,RP,RP,Shuster,Jared,Shuster,Jared,Jared Shuster
1422,Tim Tawa,694374,694374,29571,12250,*05y4m*,ARI,1B/2B/ OF,1B/2B/ OF,Tawa,Tim,Tawa,Tim,Tim Tawa
1423,Shay Whitcomb,694376,694376,27789,12156,*05jqi*,HOU,3B,3B,Whitcomb,Shay,Whitcomb,Shay,Shay Whitcomb
1424,Nick Yorke,694377,694377,27504,11145,*05js7*,PIT,2B,2B,Yorke,Nick,Yorke,Nick,Nick Yorke
1425,Nolan Schanuel,694384,694384,33189,11844,*05yj1*,LAA,1B,1B,Schanuel,Nolan,Schanuel,Nolan,Nolan Schanuel
1426,Brock Wilken,694385,694385,sa3022499,12051,*05ubi*,MIL,3B,3B,Wilken,Brock,Wilken,Brock,
1427,Joey Loperfido,694388,694388,29630,11952,*05yfl*,TOR,OF,OF,Loperfido,Joey,Loperfido,Joey,Joey Loperfido
1428,Justice Bigbie,694425,694425,sa3016971,11932,*05ylo*,DET,OF,OF,Bigbie,Justice,Bigbie,Justice,
1429,Hurston Waldrep,694462,694462,33527,11887,*0603p*,ATL,SP,SP,Waldrep,Hurston,Waldrep,Hurston,Hurston Waldrep
1430,Chad Patrick,694477,694477,30113,12259,*05yb8*,MIL,SP,SP,Patrick,Chad,Patrick,Chad,Chad Patrick
1431,Evan Carter,694497,694497,27790,11753,*05mdt*,TEX,OF,OF,Carter,Evan,Carter,Evan,Evan Carter
1432,Sterlin Thompson,694514,694514,sa3019999,11938,*05jsc*,COL,3B,3B,Thompson,Sterlin,Thompson,Sterlin,
1433,Chase Hampton,694633,694633,sa3020682,11930,*05yh3*,NYY,SP,SP,Hampton,Chase,Hampton,Chase,
1434,Chayce McDermott,694646,694646,29866,11909,*05uws*,BAL,SP,SP,McDermott,Chayce,McDermott,Chayce,Chayce McDermott
1435,Wyatt Langford,694671,694671,33333,11881,*060pm*,TEX,OF,OF,Langford,Wyatt,Langford,Wyatt,Wyatt Langford
1436,Brice Matthews,694728,694728,33280,12355,*06c36*,HOU,2B/SS,2B/SS,Matthews,Brice,Matthews,Brice,Brice Matthews
1437,Landen Roupp,694738,694738,30076,11634,*05y72*,SF,SP,SP,Roupp,Landen,Roupp,Landen,Landen Roupp
1438,Gavin Stone,694813,694813,27792,11587,*05mrx*,LAD,SP,SP,Stone,Gavin,Stone,Gavin,Gavin Stone
1439,Jacob Misiorowski,694819,694819,31623,11894,*061yu*,MIL,SP,SP,Misiorowski,Jacob,Misiorowski,Jacob,Jacob Misiorowski
1440,Ryan Murphy,694885,694885,sa3014871,11426,*05mrt*,STL,SP,SP,Murphy,Ryan,Murphy,Ryan,
1441,Paul Skenes,694973,694973,33677,11885,*05wru*,PIT,SP,SP,Skenes,Paul,Skenes,Paul,Paul Skenes
1442,Rhett Lowder,695076,695076,33876,11933,*061bo*,CIN,SP,SP,Lowder,Rhett,Lowder,Rhett,Rhett Lowder
1443,Will Wagner,695238,695238,29634,12151,*05yhg*,SD,1B/2B/ 3B,1B/2B/ 3B,Wagner,Will,Wagner,Will,Will Wagner
1444,Mason Miller,695243,695243,31757,11787,*05ucd*,SD,RP,RP,Miller,Mason,Miller,Mason,Mason Miller
1445,Billy Cook,695257,695257,29573,12180,*05y46*,PIT,OF,OF,Cook,Billy,Cook,Billy,Billy Cook
1446,Thomas Saggese,695336,695336,27883,11895,*05mru*,STL,2B/SS/ 3B,2B/SS/ 3B,Saggese,Thomas,Saggese,Thomas,Thomas Saggese
