Name,MLBID,FGID,FGSlug
santiago martinez,829775,,santiago-martinez
santiago pereira,822240,,santiago-pereira
santiago pinto,808392,,santiago-pinto
santiago rojas,821798,,santiago-rojas
santiago solarte,836594,,santiago-solarte
santiago suarez,800571,sa3019386,santiago-suarez
santiago ustariz,821108,,santiago-ustariz
saul garcia,702903,,saul-garcia
saul gomez,821809,,saul-gomez
saul teran,699703,,saul-teran
sauryn lao,666659,,sauryn-lao
sawyer gipson-long,687830,26048,sawyer-gipson-long
sawyer hawks,700895,,sawyer-hawks
sayer diederich,687040,,sayer-diederich
scott alexander,518397,10591,scott-alexander
scott bandura,814154,,scott-bandura
scott barlow,605130,14993,scott-barlow
scott blewett,656240,16427,scott-blewett
scott blewett,656240,16427,scott-blewett
scott effross,664123,18384,scott-effross
scott kingery,664068,17975,scott-kingery
scott mcgough,543518,12056,scott-mcgough
sean barnett,826141,,sean-barnett
sean bouchard,656248,21270,sean-bouchard
sean boyle,682044,,sean-boyle
sean burke,680732,29878,sean-burke
sean episcope,834243,,sean-episcope
sean gamble,815819,MISSING,sean-gamble
sean guenther,674944,20045,sean-guenther
sean hermann,702314,,sean-hermann
sean hjelle,663546,21481,sean-hjelle
sean hunley,695038,,sean-hunley
sean keys,815873,sa3025317,sean-keys
sean manaea,640455,15873,sean-manaea
sean matson,822483,,sean-matson
sean mclain,683169,,sean-mclain
sean murphy,669221,19352,sean-murphy
sean newcomb,656794,16943,sean-newcomb
sean nolin,543594,11341,sean-nolin
sean paul linan,800344,sa3019270,sean-paul-linan
sean poppen,664092,19583,sean-poppen
sean reid-foley,656887,17034,sean-reid-foley
sean reynolds,669308,,sean-reynolds
sean sullivan,807743,,sean-sullivan
sean sullivan,807743,sa3023162,sean-sullivan
sean youngerman,823781,,sean-youngerman
seaver king,814409,sa3025414,seaver-king
sebastian baquera,802398,,sebastian-baquera
sebastian blanco,829949,,sebastian-blanco
sebastian cadiz,808126,,sebastian-cadiz
sebastian de andrade,808143,,sebastian-de-andrade
sebastian de los santos,808151,,sebastian-de-los-santos
sebastian dos santos,829741,sa3067732,sebastian-dos-santos
sebastian gongora,807792,,sebastian-gongora
sebastian pena,830808,,sebastian-pena
sebastian perez,820977,,sebastian-perez
sebastian rivero,665861,21735,sebastian-rivero
sebastian rojas,821121,,sebastian-rojas
sebastian rojas,837943,21735,sebastian-rojas
sebastian romero,837870,,sebastian-romero
sebastian walcott,806964,sa3021069,sebastian-walcott
seby zavala,664874,18887,seby-zavala
seiya suzuki,673548,30116,seiya-suzuki
sem robberse,691828,sa3011735,sem-robberse
seong-jun kim,834605,MISSING,seong-jun-kim
seranthony dominguez,622554,19249,seranthony-dominguez
sergio alcantara,642727,16417,sergio-alcantara
sergio tapia,685337,,sergio-tapia
seth beer,666179,20493,seth-beer
seth brown,664913,18171,seth-brown
seth clausen,703523,,seth-clausen
seth elledge,676220,19766,seth-elledge
seth halvorsen,678020,33294,seth-halvorsen
seth hernandez,815825,sa3069247,seth-hernandez
seth johnson,686751,26020,seth-johnson
seth keener,803143,,seth-keener
seth lonsway,675920,,seth-lonsway
seth lugo,607625,12447,seth-lugo
seth martinez,661527,21045,seth-martinez
seth shuman,670234,,seth-shuman
seth stephenson,700931,sa3020495,seth-stephenson
shai romero,829476,,shai-romero
shalin polanco,694186,sa3015699,shalin-polanco
shane baz,669358,22264,shane-baz
shane bieber,669456,19427,shane-bieber
shane drohan,675660,sa3014447,shane-drohan
shane greene,572888,10756,shane-greene
shane mcclanahan,663556,21483,shane-mcclanahan
shane mcguire,676063,,shane-mcguire
shane murphy,690294,,shane-murphy
shane panzini,695556,,shane-panzini
shane rademacher,815780,,shane-rademacher
shane sasaki,687071,,shane-sasaki
shane smith,681343,31687,shane-smith
shane van dam,822461,,shane-van-dam
shaun anderson,641312,19453,shaun-anderson
shawn armstrong,542888,12857,shawn-armstrong
shawn dubin,681869,24977,shawn-dubin
shawn ross,676566,,shawn-ross
shay schanaman,681212,,shay-schanaman
shay whitcomb,694376,27789,shay-whitcomb
shea langeliers,669127,25816,shea-langeliers
shea sprague,801873,,shea-sprague
shelby miller,571946,10197,shelby-miller
shendrion martinus,820959,,shendrion-martinus
sheng-en lin,806823,sa3022820,sheng-en-lin
shinnosuke ogasawara,829272,35324,shinnosuke-ogasawara
shintaro fujinami,660261,31839,shintaro-fujinami
shohei ohtani,660271,19755,shohei-ohtani
shohei ohtani-p,660271,19755,shohei-ohtani-p
shohei tomioka,693388,,shohei-tomioka
shota imanaga,684007,33829,shota-imanaga
shotaro morii,829679,sa3067343,shotaro-morii
silas ardoin,686976,,silas-ardoin
silvano hechavarria,,sa3024856,silvano-hechavarria
silvino bracho,611093,15051,silvino-bracho
simeon woods-richardson,680573,24494,simeon-woods-richardson
simon juan,703159,,simon-juan
simon miller,815043,,simon-miller
sir jamison jones,806550,,sir-jamison-jones
sixto sanchez,664350,19680,sixto-sanchez
skye bolt,621450,17723,skye-bolt
skylar hales,813766,,skylar-hales
skylar king,703455,,skylar-king
slade caldwell,815154,sa3066460,slade-caldwell
slade cecconi,677944,27500,slade-cecconi
slate alford,695477,,slate-alford
slater de brun,828173,sa3069257,slater-de-brun
sonny gray,543243,12768,sonny-gray
spencer arrighetti,681293,29921,spencer-arrighetti
spencer bengard,675248,,spencer-bengard
spencer bivens,702352,30226,spencer-bivens
spencer giesting,801517,,spencer-giesting
spencer horwitz,687462,26477,spencer-horwitz
spencer howard,675921,23252,spencer-howard
spencer jones,682987,sa3019969,spencer-jones
spencer miles,693686,,spencer-miles
spencer packard,689070,,spencer-packard
spencer patton,607359,12361,spencer-patton
spencer schwellenbach,680885,31846,spencer-schwellenbach
spencer steer,668715,26323,spencer-steer
spencer strider,675911,27498,spencer-strider
spencer torkelson,679529,27465,spencer-torkelson
spencer turnbull,605513,16207,spencer-turnbull
stanley tucker,805964,,stanley-tucker
stanly alcantara,811625,,stanly-alcantara
starlin aguilar,694223,,starlin-aguilar
starlin mieses,833069,,starlin-mieses
starling marte,516782,9241,starling-marte
starlyn caba,806965,sa3021070,starlyn-caba
starlyn nunez,808245,,starlyn-nunez
steele hall,829162,sa3069249,steele-hall
stefan raeth,806288,,stefan-raeth
stephen gonsalves,624427,15492,stephen-gonsalves
stephen hrustich,812442,,stephen-hrustich
stephen jones,682240,,stephen-jones
stephen kolek,663568,21487,stephen-kolek
stephen nogosek,668665,19545,stephen-nogosek
stephen quigley,808839,,stephen-quigley
sterlin thompson,694514,sa3019999,sterlin-thompson
sterling bazil,829756,,sterling-bazil
sterling patick,814507,,sterling-patick
sterling sharp,643532,19671,sterling-sharp
steven brooks,809933,,steven-brooks
steven cruz,674444,23165,steven-cruz
steven cruz,674444,23165,steven-cruz
steven duran,832704,,steven-duran
steven echavarria,806064,,steven-echavarria
steven herrera,829749,,steven-herrera
steven kwan,680757,24610,steven-kwan
steven madero,821591,,steven-madero
steven matz,571927,13361,steven-matz
steven okert,595345,13580,steven-okert
steven perez,682897,,steven-perez
steven wilson,621051,20353,steven-wilson
stevie emanuels,669434,,stevie-emanuels
steward berroa,672642,22766,steward-berroa
stharlin torres,820941,sa3024080,stharlin-torres
sthiven benitez,821823,,sthiven-benitez
stiveen rojas,808164,,stiveen-rojas
stiven cruz,691602,,stiven-cruz
stiven flores,808696,,stiven-flores
stiven marinez,829501,,stiven-marinez
stiven martinez,815913,,stiven-martinez
stone garrett,656448,19273,stone-garrett
stone hewlett,803108,,stone-hewlett
stone russell,806212,,stone-russell
stu flesland iii,687317,,stu-flesland-iii
stuart fairchild,656413,20321,stuart-fairchild
sung mun song,823550,sa3012529,sung-mun-song
svert reinoso,836614,,svert-reinoso
t.j. fondtain,677334,,tj-fondtain
t.j. mccants,690996,,tj-mccants
t.j. nichols,,sa3023039,tj-nichols
t.j. rumfield,681198,29805,tj-rumfield
t.j. white,695604,,tj-white
t.j. zeuch,643615,19269,tj-zeuch
tadeo gamez,828325,,tadeo-gamez
tai peete,806191,sa3022966,tai-peete
taijuan walker,592836,11836,taijuan-walker
taitn gray,828685,,taitn-gray
taj bradley,671737,22543,taj-bradley
talon haley,813989,,talon-haley
tanner andrews,681084,,tanner-andrews
tanner banks,621383,16990,tanner-banks
tanner bauman,703748,,tanner-bauman
tanner bibee,676440,30134,tanner-bibee
tanner burns,669142,,tanner-burns
tanner franklin,815119,sa3031652,tanner-franklin
tanner gillis,828705,,tanner-gillis
tanner gordon,685299,27669,tanner-gordon
tanner gresham,823242,,tanner-gresham
tanner houck,656557,19879,tanner-houck
tanner kohlhepp,681289,,tanner-kohlhepp
tanner mcdougal,701780,sa3017471,tanner-mcdougal
tanner murray,695020,,tanner-murray
tanner perry,811697,,tanner-perry
tanner rainey,663432,17610,tanner-rainey
tanner schobel,802355,,tanner-schobel
tanner scott,656945,17586,tanner-scott
tanner smith,695659,,tanner-smith
tanner thach,805880,,tanner-thach
tanner tully,668684,19518,tanner-tully
tanner witt,691027,,tanner-witt
tarik skubal,669373,22267,tarik-skubal
tate kuehner,804249,sa3023099,tate-kuehner
tate southisene,816111,sa3069150,tate-southisene
tatsuya imai,837227,37124,tatsuya-imai
tavano baker,821138,,tavano-baker
tavian josenberger,694444,sa3022808,tavian-josenberger
tayden hall,695554,,tayden-hall
tayler montiel,813535,,tayler-montiel
tayler saucedo,642048,17888,tayler-saucedo
tayler scott,605463,13652,tayler-scott
taylor clarke,664199,17611,taylor-clarke
taylor dollard,693440,,taylor-dollard
taylor floyd,687905,,taylor-floyd
taylor hearn,621368,18325,taylor-hearn
taylor kohlwey,670128,19212,taylor-kohlwey
taylor rashi,688497,,taylor-rashi
taylor rogers,573124,13449,taylor-rogers
taylor trammell,666211,19960,taylor-trammell
taylor walls,670764,22458,taylor-walls
taylor ward,621493,17548,taylor-ward
taylor widener,642203,19266,taylor-widener
taylor williams,592865,14899,taylor-williams
tayron guerrero,594027,11691,tayron-guerrero
tegan cain,823136,,tegan-cain
teilon serrano,829080,sa3067703,teilon-serrano
tejahari wilson,821124,,tejahari-wilson
tejay antone,622088,16233,tejay-antone
tekoah roby,694358,sa3014519,tekoah-roby
teo banks,695493,,teo-banks
teofilo mendez,682754,,teofilo-mendez
teoscar hernandez,606192,13066,teoscar-hernandez
termarr johnson,702261,sa3020214,termarr-johnson
terrin vavra,679631,24400,terrin-vavra
tevin tucker,686683,,tevin-tucker
thaddeus ward,663658,21513,thaddeus-ward
thairo estrada,642731,16426,thairo-estrada
thatcher hurd,695765,,thatcher-hurd
thayron liranzo,699073,sa3015790,thayron-liranzo
theo gillen,815394,sa3025565,theo-gillen
theo hardy,815152,,theo-hardy
thomas conrad,835213,,thomas-conrad
thomas farr,686671,,thomas-farr
thomas gavello,687284,,thomas-gavello
thomas harrington,802419,31989,thomas-harrington
thomas hatch,641672,19264,thomas-hatch
thomas higgins jr.,825099,,thomas-higgins-jr
thomas ireland,692179,,thomas-ireland
thomas pannone,623381,17281,thomas-pannone
thomas saggese,695336,27883,thomas-saggese
thomas schultz,686463,,thomas-schultz
thomas sosa,800449,,thomas-sosa
thomas szapucki,663378,21065,thomas-szapucki
thomas white,806258,sa3023268,thomas-white
thyago vieira,600986,14510,thyago-vieira
tijn fredrikze,837340,,tijn-fredrikze
tim anderson,641313,15172,tim-anderson
tim elko,671284,31522,tim-elko
tim herrin,682120,25139,tim-herrin
tim hill,657612,16814,tim-hill
tim mayza,641835,15042,tim-mayza
tim piasentin,815992,,tim-piasentin
tim tawa,694374,29571,tim-tawa
tink hence,693311,sa3014709,tink-hence
tirso ornelas,672359,22566,tirso-ornelas
titan kennedy-hayes,813901,,titan-kennedy-hayes
titus dumitru,828335,,titus-dumitru
tj ford,828074,,tj-ford
tj friedl,670770,19522,tj-friedl
tj hopkins,686759,25482,tj-hopkins
tj shook,669298,,tj-shook
tobias myers,668964,22191,tobias-myers
todd kniebbe,703634,,todd-kniebbe
tom cosgrove,676680,23443,tom-cosgrove
tom murphy,608596,13499,tom-murphy
tomas nido,621512,13755,tomas-nido
tommy case,834670,,tommy-case
tommy doyle,656382,21281,tommy-doyle
tommy edman,669242,19470,tommy-edman
tommy hawke,,sa3023055,tommy-hawke
tommy henry,674072,26285,tommy-henry
tommy hopfe,809101,sa3025593,tommy-hopfe
tommy kahnle,592454,11384,tommy-kahnle
tommy mace,676390,,tommy-mace
tommy mccollum,695294,,tommy-mccollum
tommy milone,543548,7608,tommy-milone
tommy molsky,701695,,tommy-molsky
tommy nance,667297,19178,tommy-nance
tommy pham,502054,2967,tommy-pham
tommy romero,676720,23465,tommy-romero
tommy sacco jr.,690474,,tommy-sacco-jr
tommy sheehan,122104,1011847,tommy-sheehan
tommy troy,694371,sa3022561,tommy-troy
tommy white,695720,sa3025383,tommy-white
tomoyuki sugano,608372,35321,tomoyuki-sugano
tony blanco jr.,703156,sa3019722,tony-blanco-jr
tony gonsolin,664062,19388,tony-gonsolin
tony rossi,702036,,tony-rossi
tony santa maria,811948,,tony-santa-maria
tony santillan,663574,19926,tony-santillan
touki toussaint,657053,16929,touki-toussaint
trace baker,823994,,trace-baker
trace bright,687238,,trace-bright
trace willhoite,688875,,trace-willhoite
travis adams,701519,,travis-adams
travis bazzana,683953,sa3025129,travis-bazzana
travis darnaud,518595,7739,travis-darnaud
travis honeyman,802469,sa3023679,travis-honeyman
travis lakins sr.,664042,18600,travis-lakins-sr
travis smith,134000,1522,travis-smith
travis swaggerty,680552,24491,travis-swaggerty
travis sykora,805809,sa3023557,travis-sykora
trayce thompson,572204,9952,trayce-thompson
tre morgan,691003,sa3022919,tre-morgan
trea turner,607208,16252,trea-turner
trei cruz,669360,sa3014420,trei-cruz
trendan parish,701829,,trendan-parish
trent baker,694536,,trent-baker
trent farquhar,802531,,trent-farquhar
trent grisham,663757,18564,trent-grisham
trent harris,805345,,trent-harris
trent hodgdon,695787,,trent-hodgdon
trent sellers,815587,,trent-sellers
trent thornton,663423,17948,trent-thornton
trent youngblood,827636,,trent-youngblood
trenton brooks,670092,19384,trenton-brooks
trenton denholm,671143,,trenton-denholm
tres barrera,668663,19977,tres-barrera
trevin michael,800723,,trevin-michael
trevor austin,809338,,trevor-austin
trevor bauer,545333,12703,trevor-bauer
trevor cohen,701906,sa3029111,trevor-cohen
trevor gott,641627,15046,trevor-gott
trevor harrison,807314,sa3023629,trevor-harrison
trevor haskins,695579,,trevor-haskins
trevor hauver,669386,,trevor-hauver
trevor heishman,828342,,trevor-heishman
trevor kelley,665001,18454,trevor-kelley
trevor kuncl,805321,,trevor-kuncl
trevor larnach,663616,21501,trevor-larnach
trevor martin,694680,,trevor-martin
trevor mcdonald,686790,26448,trevor-mcdonald
trevor megill,656730,17722,trevor-megill
trevor richards,670950,19309,trevor-richards
trevor rogers,669432,22286,trevor-rogers
trevor stephan,663986,19932,trevor-stephan
trevor story,596115,12564,trevor-story
trevor werner,687731,,trevor-werner
trevor williams,592866,16977,trevor-williams
trey cabbage,663550,21078,trey-cabbage
trey dillard,669366,,trey-dillard
trey dombroski,690667,,trey-dombroski
trey faltine,683104,,trey-faltine
trey gibson,694346,sa3023250,trey-gibson
trey gregory-alford,807281,sa3067313,trey-gregory-alford
trey lipscomb,702358,31567,trey-lipscomb
trey mancini,641820,15149,trey-mancini
trey mcloughlin,694381,,trey-mcloughlin
trey paige,813852,,trey-paige
trey pooser,823129,,trey-pooser
trey seeley,834682,,trey-seeley
trey snyder,,sa3025611,trey-snyder
trey supak,657022,,trey-supak
trey sweeney,700242,29575,trey-sweeney
trey wingenter,622259,17793,trey-wingenter
trey yesavage,702056,35456,trey-yesavage
tristan beck,663941,21584,tristan-beck
tristan garnett,702911,,tristan-garnett
tristan gray,656484,19877,tristan-gray
tristan peters,671976,,tristan-peters
tristan smith,702280,,tristan-smith
tristin english,663536,26148,tristin-english
triston casas,671213,22514,triston-casas
triston mckenzie,663474,18000,triston-mckenzie
troy guthrie,816142,,troy-guthrie
troy johnston,687859,26143,troy-johnston
troy melton,675512,31807,troy-melton
troy taylor,700187,,troy-taylor
truitt madonna,833008,,truitt-madonna
truman pauley,831912,,truman-pauley
trystan vrieling,801639,,trystan-vrieling
tsung-che cheng,691907,,tsung-che-cheng
tucker barnhart,571466,10200,tucker-barnhart
tucker biven,702712,,tucker-biven
tucker davidson,656353,19871,tucker-davidson
tucker flint,687272,,tucker-flint
tucker mitchell,688367,,tucker-mitchell
tucker musgrove,814491,,tucker-musgrove
tucker novotny,701512,,tucker-novotny
tucker toman,702283,,tucker-toman
tucupita marcano,672779,22871,tucupita-marcano
turner hill,806367,,turner-hill
twine palmer,828520,,twine-palmer
ty adcock,686654,25651,ty-adcock
ty blach,621389,14361,ty-blach
ty bothwell,701299,,ty-bothwell
ty cummings,807744,,ty-cummings
ty doucette,802494,,ty-doucette
ty floyd,,sa3031488,ty-floyd
ty france,664034,17982,ty-france
ty hanchey,800643,,ty-hanchey
ty harvey,829210,,ty-harvey
ty johnson,694494,sa3023410,ty-johnson
ty langenberg,807716,,ty-langenberg
ty madden,680744,30140,ty-madden
ty southisene,807257,,ty-southisene
ty tice,676709,20177,ty-tice
ty van dyke,807549,,ty-van-dyke
tyler alexander,641302,17735,tyler-alexander
tyler anderson,542881,12880,tyler-anderson
tyler austin,592122,11850,tyler-austin
tyler beede,595881,16981,tyler-beede
tyler black,672012,29949,tyler-black
tyler boudreau,683332,,tyler-boudreau
tyler bowen,834579,,tyler-bowen
tyler bradt,802680,,tyler-bradt
tyler bremner,803285,sa3027644,tyler-bremner
tyler callihan,682997,27497,tyler-callihan
tyler chatwood,543022,4338,tyler-chatwood
tyler cleveland,804663,,tyler-cleveland
tyler danish,641501,15126,tyler-danish
tyler davis,699823,,tyler-davis
tyler davis,699823,,tyler-davis
tyler dietz,695539,,tyler-dietz
tyler duffey,608648,13758,tyler-duffey
tyler ferguson,621053,19481,tyler-ferguson
tyler fitzgerald,666149,26208,tyler-fitzgerald
tyler freeman,671289,22532,tyler-freeman
tyler gentry,694355,27784,tyler-gentry
tyler gilbert,656457,17964,tyler-gilbert
tyler glasnow,607192,14374,tyler-glasnow
tyler hampu,812407,,tyler-hampu
tyler hardman,676205,,tyler-hardman
tyler heineman,623168,13897,tyler-heineman
tyler holton,663947,26231,tyler-holton
tyler howard,804946,,tyler-howard
tyler ivey,663959,20237,tyler-ivey
tyler jay,664079,,tyler-jay
tyler johnson,431164,3404,tyler-johnson
tyler kinley,641755,18297,tyler-kinley
tyler laporte,679489,,tyler-laporte
tyler locklear,682988,31396,tyler-locklear
tyler mahle,641816,16358,tyler-mahle
tyler mattison,694331,,tyler-mattison
tyler matzek,554431,10058,tyler-matzek
tyler mcdonough,694812,,tyler-mcdonough
tyler mcloughlin,823230,,tyler-mcloughlin
tyler naquin,571980,13359,tyler-naquin
tyler nevin,663527,17893,tyler-nevin
tyler oneill,641933,15711,tyler-oneill
tyler owens,687074,,tyler-owens
