Name,MLBID,FGID,FGSlug
nicolas carreno,807993,,nicolas-carreno
nicolas cruz,800395,,nicolas-cruz
nicolas de la cruz,808658,,nicolas-de-la-cruz
nicolo pinazzi,695950,,nicolo-pinazzi
nien-hsi yang,806825,,nien-hsi-yang
nieves izaguirre,827417,,nieves-izaguirre
nigel belgrave,811310,,nigel-belgrave
nikau pouaka-grego,800444,,nikau-pouaka-grego
niko kavadas,694359,29782,niko-kavadas
niko mazza,695789,,niko-mazza
nixon chirinos,808694,,nixon-chirinos
noah barber,815585,,noah-barber
noah beal,695063,,noah-beal
noah cameron,702070,30184,noah-cameron
noah cardenas,681433,,noah-cardenas
noah davis,663562,25862,noah-davis
noah edders,833415,,noah-edders
noah franklin,829252,,noah-franklin
noah hall,801801,,noah-hall
noah mendlinger,702331,,noah-mendlinger
noah miller,695653,,noah-miller
noah murdock,668716,,noah-murdock
noah palmese,807546,,noah-palmese
noah schultz,702273,sa3020949,noah-schultz
noah song,679977,sa3011695,noah-song
noah syndergaard,592789,11762,noah-syndergaard
noah takacs,692176,,noah-takacs
noble meyer,800611,sa3022945,noble-meyer
noelvi marte,682622,26517,noelvi-marte
nolan arenado,571448,9777,nolan-arenado
nolan beltran,800179,,nolan-beltran
nolan devos,801700,,nolan-devos
nolan gorman,669357,22263,nolan-gorman
nolan hoffman,676510,,nolan-hoffman
nolan hughes,814487,,nolan-hughes
nolan jones,666134,20529,nolan-jones
nolan mclean,690997,33703,nolan-mclean
nolan perry,804526,,nolan-perry
nolan sailors,823073,sa3041417,nolan-sailors
nolan santos,813828,,nolan-santos
nolan schanuel,694384,33189,nolan-schanuel
nolan schubart,702278,sa3041794,nolan-schubart
nolan sparks,822463,,nolan-sparks
nomar velasquez,800196,,nomar-velasquez
ofreidy gomez,628709,,ofreidy-gomez
oliver dunn,686554,26295,oliver-dunn
oliver gonzalez,823860,MISSING,oliver-gonzalez
oliver guerrero,829960,,oliver-guerrero
oliver ortega,661383,21025,oliver-ortega
oliver tejada,821762,,oliver-tejada
omar alfonzo,692657,sa3015665,omar-alfonzo
omar bustamante,811607,,omar-bustamante
omar calcurian,821598,,omar-calcurian
omar cruz,678316,,omar-cruz
omar damian,829945,,omar-damian
omar gonzalez,800439,,omar-gonzalez
omar guadamuz,829847,,omar-guadamuz
omar hernandez,683427,,omar-hernandez
omar martinez,683079,,omar-martinez
omar mejia,821597,,omar-mejia
omar montano,828786,,omar-montano
omar narvaez,553882,13338,omar-narvaez
omar urbina,808226,,omar-urbina
omari daniel,702673,,omari-daniel
oneil cruz,665833,21711,oneil-cruz
oniel diaz,821117,,oniel-diaz
onil perez,692366,,onil-perez
onix vega,681974,,onix-vega
orelvis martinez,682619,25967,orelvis-martinez
orion kerkering,689147,31776,orion-kerkering
orlando arcia,606115,13185,orlando-arcia
orlando gonzalez,701432,,orlando-gonzalez
orlando marcelin,830430,,orlando-marcelin
orlando martinez,678636,,orlando-martinez
orlando ortiz-mayr,689508,,orlando-ortiz-mayr
orlando patino,829971,,orlando-patino
orlando ribalta,687377,,orlando-ribalta
orlando suarez,823861,,orlando-suarez
oscar colas,693049,30162,oscar-colas
oscar gonzalez,660757,20970,oscar-gonzalez
oscar melgarejo,823347,,oscar-melgarejo
oscar mercado,640458,16375,oscar-mercado
oscar pujols,815920,,oscar-pujols
oscar rayo,699325,,oscar-rayo
osiris calvo,808208,,osiris-calvo
osleivis basabe,678545,23985,osleivis-basabe
osmar torrealba,821091,,osmar-torrealba
osvaldo bido,674370,23150,osvaldo-bido
osvaldo heredia,808529,,osvaldo-heredia
oswald peraza,672724,22823,oswald-peraza
oswaldo aponte,808713,,oswaldo-aponte
oswaldo cabrera,665828,21707,oswaldo-cabrera
oswaldo linares,692021,,oswaldo-linares
otto kemp,805249,31792,otto-kemp
otto lopez,672640,19608,otto-lopez
ovis portes,802086,,ovis-portes
owen ayers,689196,sa3025449,owen-ayers
owen caissie,683357,27496,owen-caissie
owen carey,826928,sa3067044,owen-carey
owen cobb,686540,,owen-cobb
owen gregg,816000,,owen-gregg
owen hackman,813706,,owen-hackman
owen hall,815157,sa3066594,owen-hall
owen kellington,701685,,owen-kellington
owen miller,680911,24655,owen-miller
owen murphy,702566,sa3020330,owen-murphy
owen puk,824667,,owen-puk
owen rice,826313,,owen-rice
owen white,669391,22273,owen-white
owen wild,801643,sa3023278,owen-wild
ozzie albies,645277,16556,ozzie-albies
p.j. higgins,664731,18433,pj-higgins
p.j. hilson,680713,,pj-hilson
p.j. labriola,686623,,pj-labriola
pablo aldonis,692454,,pablo-aldonis
pablo aliendo,680846,,pablo-aliendo
pablo arosemena,808132,,pablo-arosemena
pablo guerrero,,sa3021249,pablo-guerrero
pablo lopez,641154,17085,pablo-lopez
pablo nunez,807647,,pablo-nunez
pablo reyes,622569,16357,pablo-reyes
packy naughton,676050,23292,packy-naughton
parker carlson,800686,,parker-carlson
parker chavers,685091,,parker-chavers
parker dunshee,670161,,parker-dunshee
parker meadows,678009,23800,parker-meadows
parker messick,800048,31986,parker-messick
parker mushinski,656786,21324,parker-mushinski
parker seay,703752,,parker-seay
parker smith,809789,sa3042618,parker-smith
parks harber,,sa3025308,parks-harber
pascanel ferreras,814299,,pascanel-ferreras
pascual archila,821413,,pascual-archila
pat gallagher,693483,,pat-gallagher
patricio aquino,699223,,patricio-aquino
patrick bailey,672275,27478,patrick-bailey
patrick clohisy,802117,,patrick-clohisy
patrick copen,814527,sa3023283,patrick-copen
patrick corbin,571578,9323,patrick-corbin
patrick forbes,,MISSING,patrick-forbes
patrick galle,702642,,patrick-galle
patrick halligan,701856,,patrick-halligan
patrick lee,815268,,patrick-lee
patrick monteverde,687287,,patrick-monteverde
patrick murphy,641907,19712,patrick-murphy
patrick sandoval,663776,19447,patrick-sandoval
patrick weigel,622256,17792,patrick-weigel
patrick wisdom,621550,13602,patrick-wisdom
paul blackburn,621112,14739,paul-blackburn
paul bonzagni,,sa3022587,paul-bonzagni
paul campbell,669294,22248,paul-campbell
paul chacon,807953,,paul-chacon
paul dejong,657557,18015,paul-dejong
paul fry,643316,15832,paul-fry
paul gervase,801434,,paul-gervase
paul goldschmidt,502671,9218,paul-goldschmidt
paul hoff,821155,,paul-hoff
paul mcintosh,682192,sa3017372,paul-mcintosh
paul sewald,623149,13892,paul-sewald
paul skenes,694973,33677,paul-skenes
paul wilson,124417,1234,paul-wilson
paulino santana,815889,sa3023718,paulino-santana
paulo asprilla,809329,,paulo-asprilla
paulshawn pasqualotto,695308,,paulshawn-pasqualotto
pavin smith,656976,19892,pavin-smith
paxton kling,702265,sa3035512,paxton-kling
paxton schultz,687606,25501,paxton-schultz
paxton thompson,801505,,paxton-thompson
payton eeles,823356,sa3023622,payton-eeles
payton graham,804979,,payton-graham
payton green,700243,,payton-green
payton henry,668721,22164,payton-henry
payton martin,806293,sa3020869,payton-martin
payton tolle,801139,35466,payton-tolle
pedro avila,658648,18864,pedro-avila
pedro blanco,821380,,pedro-blanco
pedro catuy,806869,,pedro-catuy
pedro dalmagro,808116,,pedro-dalmagro
pedro garcia,801221,,pedro-garcia
pedro garcia,801221,,pedro-garcia
pedro ibarguen,808338,sa3021254,pedro-ibarguen
pedro leon,694175,27781,pedro-leon
pedro montero,829691,,pedro-montero
pedro nunez,830417,,pedro-nunez
pedro pages,686780,25782,pedro-pages
pedro peralta,808155,,pedro-peralta
pedro pineda,694191,,pedro-pineda
pedro ramirez,699393,sa3015834,pedro-ramirez
pedro rodriguez,692646,,pedro-rodriguez
penn murfee,682171,25174,penn-murfee
pete alonso,624413,19251,pete-alonso
pete crow-armstrong,691718,27769,pete-crow-armstrong
pete fairbanks,664126,17998,pete-fairbanks
peter bonilla,800361,,peter-bonilla
peter burns,686196,,peter-burns
peter lambert,663567,17969,peter-lambert
peter solomon,656981,20476,peter-solomon
peter strzelecki,657265,21367,peter-strzelecki
petey halpin,690984,,petey-halpin
peyton alford,688230,,peyton-alford
peyton battenfield,685410,25777,peyton-battenfield
peyton burdick,680814,25459,peyton-burdick
peyton fosher,833439,,peyton-fosher
peyton graham,689931,sa3019990,peyton-graham
peyton gray,682608,,peyton-gray
peyton havard,823028,,peyton-havard
peyton niksch,836172,,peyton-niksch
peyton olejnik,803021,,peyton-olejnik
peyton pallette,688883,sa3020742,peyton-pallette
peyton stovall,696510,,peyton-stovall
peyton stumbo,814482,,peyton-stumbo
peyton williams,805268,,peyton-williams
peyton wilson,686523,,peyton-wilson
phil bickford,641360,18519,phil-bickford
phil maton,664208,18064,phil-maton
philip abner,691769,,philip-abner
phillip evans,595943,12950,phillip-evans
phillip glasser,701298,sa3022680,phillip-glasser
pico kohn,695560,,pico-kohn
pierce george,703670,,pierce-george
pierce johnson,572955,13435,pierce-johnson
pierson ohl,701487,,pierson-ohl
pitterson rosa,800278,,pitterson-rosa
pj morlando,703563,sa3025199,pj-morlando
pj poulin,676571,23394,pj-poulin
po-chun lin,806836,,po-chun-lin
po-yu chen,696040,,po-yu-chen
poncho ruiz,695000,,poncho-ruiz
porter hodge,687863,26413,porter-hodge
prelander berroa,672860,22932,prelander-berroa
qrey lott,812540,,qrey-lott
queni pineda,821065,,queni-pineda
quentin young,815839,sa3069187,quentin-young
quincy scott,701701,,quincy-scott
quinn mathews,687273,sa3023407,quinn-mathews
quinn priester,682990,25977,quinn-priester
quinton low,701703,,quinton-low
qyshawn legito,807644,,qyshawn-legito
r.j. dabovich,681924,,rj-dabovich
rafael cruz,819918,,rafael-cruz
rafael devers,646240,17350,rafael-devers
rafael flores,804668,,rafael-flores
rafael flores,804668,31991,rafael-flores
rafael lantigua,672463,,rafael-lantigua
rafael marchan,665561,21646,rafael-marchan
rafael montero,606160,12760,rafael-montero
rafael ortega,542364,10323,rafael-ortega
rafe perich,825927,,rafe-perich
rafe schlesinger,701178,,rafe-schlesinger
rafhlmil torres,807951,,rafhlmil-torres
rafy peguero,821801,,rafy-peguero
raibel reyes,825647,,raibel-reyes
raider tello,808864,,raider-tello
railin perez,683988,,railin-perez
raily liriano,820995,,raily-liriano
raimel tapia,606132,14350,raimel-tapia
raimon gomez,,sa3017645,raimon-gomez
raimundo de los santos,808220,,raimundo-de-los-santos
rainer espinoza,829914,,rainer-espinoza
rainiel rodriguez,823787,sa3023987,rainiel-rodriguez
raisel iglesias,628452,17130,raisel-iglesias
ralphy velazquez,806252,sa3023013,ralphy-velazquez
ramcell medina,829096,,ramcell-medina
ramiro dominguez,823719,,ramiro-dominguez
ramon landaeta,807983,,ramon-landaeta
ramon laureano,657656,17128,ramon-laureano
ramon marquez,827408,sa3067514,ramon-marquez
ramon mendoza,680636,,ramon-mendoza
ramon ramirez,430673,7986,ramon-ramirez
ramon ramirez,808675,sa3021637,ramon-ramirez
ramon rodriguez,670232,,ramon-rodriguez
ramon suarez,806642,,ramon-suarez
ramon urias,602104,18795,ramon-urias
ramsey david,687062,,ramsey-david
ranciel abreu,829480,,ranciel-abreu
randal diaz,695538,,randal-diaz
randal grichuk,545341,10243,randal-grichuk
randy arozarena,668227,19290,randy-arozarena
randy de jesus,703194,,randy-de-jesus
randy dobnak,677976,23798,randy-dobnak
randy flores,420864,1446,randy-flores
randy guzman,807383,sa3021106,randy-guzman
randy martinez,821690,,randy-martinez
randy ramnarace,835609,,randy-ramnarace
randy rodriguez,678495,23974,randy-rodriguez
randy santana,836597,,randy-santana
randy soto,821079,,randy-soto
randy vasquez,681190,24719,randy-vasquez
randy wynne,691094,25804,randy-wynne
rangel ravelo,592660,10839,rangel-ravelo
ranger suarez,624133,17277,ranger-suarez
rashawn pinder,816344,,rashawn-pinder
raudelis martinez,696020,,raudelis-martinez
raudi rodriguez,804558,sa3022506,raudi-rodriguez
raudy rivera,811623,,raudy-rivera
raul brito,669993,,raul-brito
raul garayzar,814340,,raul-garayzar
ray kerr,678061,23809,ray-kerr
raylin heredia,699712,,raylin-heredia
raylin ramos,800426,,raylin-ramos
raymer medina,829068,,raymer-medina
raymon rosario,815320,,raymon-rosario
raymond burgos,670103,,raymond-burgos
raymond mola,806986,,raymond-mola
raymond sosa,808136,,raymond-sosa
rayne doncon,699061,sa3016720,rayne-doncon
raynel delgado,669384,,raynel-delgado
rayner arias,806976,sa3021076,rayner-arias
rayner castillo,698982,,rayner-castillo
rayven antonio,810982,sa3021808,rayven-antonio
rece hinds,677956,27493,rece-hinds
redinson gomez,700166,,redinson-gomez
reece wissinger,834882,,reece-wissinger
reed garrett,657585,16866,reed-garrett
reed moring,823810,,reed-moring
reed trimble,701655,,reed-trimble
reese lumpkin,813609,,reese-lumpkin
reese mcguire,624512,15674,reese-mcguire
reese olson,681857,24968,reese-olson
reginald preciado,691262,,reginald-preciado
reid detmers,672282,27468,reid-detmers
reid easterly,822498,,reid-easterly
reid johnston,694773,,reid-johnston
reid vanscoter,804577,,reid-vanscoter
reid worley,828182,,reid-worley
reidis sena,684128,,reidis-sena
reiner herrera,808096,,reiner-herrera
reinold navarro,821116,,reinold-navarro
reiss knehr,663753,21541,reiss-knehr
reiver camacho,821096,,reiver-camacho
reiver sanmartin,665665,19754,reiver-sanmartin
rene pinto,650907,19859,rene-pinto
rene yrish,821054,,rene-yrish
renil ramos,808110,,renil-ramos
reudis diaz,812159,,reudis-diaz
rey cruz,834631,,rey-cruz
reyli mariano,821697,,reyli-mariano
reylin perez,800139,,reylin-perez
reynaldo de la paz,807956,,reynaldo-de-la-paz
reynaldo lopez,625643,16400,reynaldo-lopez
reynaldo yean,702905,,reynaldo-yean
reynardo cruz,699106,,reynardo-cruz
reynell ramos,830688,,reynell-ramos
rhett kouba,688763,sa3017544,rhett-kouba
rhett lowder,695076,33876,rhett-lowder
rhylan thomas,689041,31793,rhylan-thomas
rhys hoskins,656555,16472,rhys-hoskins
riangelo richardson,820953,,riangelo-richardson
ricardo cova,699698,,ricardo-cova
ricardo crespo,821811,,ricardo-crespo
ricardo estrada,698962,,ricardo-estrada
ricardo fernandez,835191,,ricardo-fernandez
ricardo gonzalez,800357,,ricardo-gonzalez
ricardo guzman,820970,,ricardo-guzman
ricardo hurtado,691452,,ricardo-hurtado
ricardo montero,805110,,ricardo-montero
ricardo olivar,691627,,ricardo-olivar
ricardo osorio,822256,,ricardo-osorio
ricardo paez,821671,,ricardo-paez
ricardo pena,800547,,ricardo-pena
ricardo pinto,620982,16318,ricardo-pinto
ricardo reyes,829955,,ricardo-reyes
ricardo roman,830429,,ricardo-roman
ricardo romero,829997,,ricardo-romero
ricardo velez,703106,,ricardo-velez
rich hill,448179,4806,rich-hill
richard de los santos,827342,,richard-de-los-santos
richard fernandez,803370,,richard-fernandez
richard fitts,690916,30160,richard-fitts
richard gallardo,682620,,richard-gallardo
richard lovelady,663992,19337,richard-lovelady
richard matic,821043,sa3023749,richard-matic
richard meran,808152,,richard-meran
richard rodriguez,593144,13549,richard-rodriguez
richer mata,830425,,richer-mata
richie cortese,834395,,richie-cortese
richie martin,621006,17736,richie-martin
richie palacios,680700,24589,richie-palacios
ricky cabrera,,sa3018405,ricky-cabrera
ricky castro,690462,,ricky-castro
ricky karcher,676689,23449,ricky-karcher
ricky tiedemann,694357,sa3018096,ricky-tiedemann
ricky vanasco,676568,,ricky-vanasco
rico garcia,670329,20023,rico-garcia
ricson gonzalez,805692,,ricson-gonzalez
riely hunsaker,836074,,riely-hunsaker
rikuu nishida,807747,,rikuu-nishida
riley adams,656180,19864,riley-adams
riley cornelio,683000,,riley-cornelio
riley eikhoff,694408,,riley-eikhoff
riley frey,811319,,riley-frey
riley gowens,803035,,riley-gowens
riley greene,682985,25976,riley-greene
riley huge,803314,,riley-huge
riley kelly,804465,,riley-kelly
riley maddox,824600,,riley-maddox
riley martin,702303,,riley-martin
riley nelson,826043,,riley-nelson
riley obrien,676617,20348,riley-obrien
riley quick,804981,MISSING,riley-quick
riley stanford,702279,,riley-stanford
riley tirotta,694661,,riley-tirotta
riley unroe,624523,,riley-unroe
rio britton,694833,,rio-britton
riskiel tineo,805144,,riskiel-tineo
river ryan,689981,29514,river-ryan
rj austin,702720,,rj-austin
rj schreck,702302,sa3022602,rj-schreck
rj shunck,836071,,rj-shunck
roansy contreras,672710,22810,roansy-contreras
rob brantly,542963,10655,rob-brantly
rob kaminsky,641739,15792,rob-kaminsky
rob refsnyder,608701,13770,rob-refsnyder
rob zastryzny,642239,15094,rob-zastryzny
robbie burnett,823754,,robbie-burnett
robbie grossman,543257,5254,robbie-grossman
robbie knowles,689506,,robbie-knowles
robbie ray,592662,11486,robbie-ray
robby ahlstrom,695239,,robby-ahlstrom
robby porco,805379,,robby-porco
robby snelling,702281,sa3020707,robby-snelling
robert arias,815897,sa3024304,robert-arias
robert calaz,806978,sa3021078,robert-calaz
robert cranz,801128,,robert-cranz
robert dugger,667498,19191,robert-dugger
robert garcia,676395,23363,robert-garcia
robert gasser,688107,29812,robert-gasser
robert gsellman,607229,13696,robert-gsellman
robert hassell,690987,27482,robert-hassell
robert hipwell,813771,,robert-hipwell
robert lantigua,821624,,robert-lantigua
robert mitchell,818114,,robert-mitchell
robert moore,818079,,robert-moore
robert phelps,804859,,robert-phelps
robert puason,691188,,robert-puason
robert stephenson,596112,13594,robert-stephenson
robert stock,476594,6576,robert-stock
robert suarez,663158,30115,robert-suarez
robert terrero,823782,,robert-terrero
roberto campos,820204,,roberto-campos
roberto medina,807947,,roberto-medina
roberto perez,826947,,roberto-perez
roberto perez,547379,2900,roberto-perez
roberto salas,825344,,roberto-salas
roberto urdaneta,807992,,roberto-urdaneta
robin ortiz,821258,,robin-ortiz
robinson chacon,823850,,robinson-chacon
robinson ortiz,673662,,robinson-ortiz
robinson smith,829723,,robinson-smith
roc riggio,691792,sa3022750,roc-riggio
rocco reid,701793,,rocco-reid
rod barajas,150148,45,rod-barajas
roddery munoz,682610,25311,roddery-munoz
roderick arias,703149,sa3019674,roderick-arias
roderick flores,808228,,roderick-flores
rodney boone,,sa3018107,rodney-boone
rodney green,,sa3025384,rodney-green
rodny rosario,829993,,rodny-rosario
rodolfo castro,666801,21987,rodolfo-castro
rodolfo duran,660710,,rodolfo-duran
rodrigo gonzalez,829745,,rodrigo-gonzalez
roel garcia iii,684967,,roel-garcia-iii
roilan portuondo,820905,,roilan-portuondo
roiner quintana,805452,,roiner-quintana
roki sasaki,808963,35323,roki-sasaki
rolddy munoz,691548,,rolddy-munoz
roldy brito,821041,sa3023917,roldy-brito
roman angelo,809109,,roman-angelo
roman anthony,701350,31812,roman-anthony
roman phansalkar,676502,,roman-phansalkar
romeli espinosa,829089,,romeli-espinosa
romeo sanabria,703804,sa3019865,romeo-sanabria
romer taveras,821114,,romer-taveras
romy gonzalez,663853,21562,romy-gonzalez
ron marinaccio,676760,23488,ron-marinaccio
ronald acuna jr.,660670,18401,ronald-acuna-jr
ronald guzman,608597,14388,ronald-guzman
ronald hernandez,698933,,ronald-hernandez
ronald kelly,837956,,ronald-kelly
ronald ramirez,821790,,ronald-ramirez
ronald rosario,691385,,ronald-rosario
ronald tejada,827348,,ronald-tejada
ronald terrero,829985,,ronald-terrero
ronaldys jimenez,815858,,ronaldys-jimenez
ronan kopp,691947,,ronan-kopp
ronel blanco,669854,19407,ronel-blanco
roni cabrera,800492,,roni-cabrera
roni garcia,829753,,roni-garcia
ronny cruz,826723,,ronny-cruz
ronny henriquez,678692,24094,ronny-henriquez
ronny mauricio,677595,23698,ronny-mauricio
ronny munoz,836604,,ronny-munoz
ronny simon,682927,,ronny-simon
ronny suarez,829742,,ronny-suarez
ronny ugarte,800164,,ronny-ugarte
rony bello,829719,,rony-bello
rony garcia,665621,20430,rony-garcia
roque gutierrez,692262,,roque-gutierrez
rorik maltrud,702045,,rorik-maltrud
rory fox,812431,,rory-fox
rosman verdugo,698916,,rosman-verdugo
rosniell de paula,830010,,rosniell-de-paula
rowan wick,592858,14646,rowan-wick
rowdy tellez,642133,15679,rowdy-tellez
rowell arroyo,824634,,rowell-arroyo
roy rivero,830450,,roy-rivero
royber salinas,683690,sa3009243,royber-salinas
roybert herrera,821252,,roybert-herrera
royce lewis,668904,20437,royce-lewis
royelny strop,829062,,royelny-strop
roynier hernandez,800281,,roynier-hernandez
rubel cespedes,686438,,rubel-cespedes
ruben castillo,830419,,ruben-castillo
ruben castillo,830419,,ruben-castillo
ruben ibarra,702140,,ruben-ibarra
ruben medina,829459,,ruben-medina
ruben menes,808048,,ruben-menes
ruben ramirez,826510,,ruben-ramirez
ruben santana,800185,,ruben-santana
rubens romero,821245,,rubens-romero
ruddy gomez,803276,,ruddy-gomez
ryan andrade,822876,,ryan-andrade
ryan bergert,686701,29863,ryan-bergert
ryan birchard,804670,,ryan-birchard
ryan bliss,669208,29547,ryan-bliss
ryan borucki,621366,16350,ryan-borucki
ryan bourassa,802180,,ryan-bourassa
ryan brasier,518489,5615,ryan-brasier
ryan brown,688664,,ryan-brown
ryan brown,688664,,ryan-brown
ryan burr,621114,17536,ryan-burr
ryan burrowes,802018,,ryan-burrowes
ryan cabarcas,686572,,ryan-cabarcas
ryan campos,701481,,ryan-campos
ryan carpenter,543001,12699,ryan-carpenter
ryan cermak,,sa3020204,ryan-cermak
ryan cesarini,825761,,ryan-cesarini
ryan clifford,691775,sa3020126,ryan-clifford
ryan costeiu,695065,,ryan-costeiu
ryan cusick,680743,,ryan-cusick
ryan degges,813869,,ryan-degges
ryan desanto,823756,,ryan-desanto
ryan dollar,805001,,ryan-dollar
ryan dromboski,823804,,ryan-dromboski
ryan feltner,663372,21446,ryan-feltner
ryan fernandez,681676,24862,ryan-fernandez
ryan fitzgerald,680837,,ryan-fitzgerald
ryan forcucci,801573,,ryan-forcucci
ryan galanie,814436,,ryan-galanie
ryan gallagher,801594,sa3031857,ryan-gallagher
ryan gusto,687473,26440,ryan-gusto
ryan hall,834613,,ryan-hall
ryan harvey,687308,,ryan-harvey
ryan hawks,686470,,ryan-hawks
ryan helsley,664854,18138,ryan-helsley
ryan hendrix,641682,19535,ryan-hendrix
ryan heppner,836085,,ryan-heppner
ryan ignoffo,813883,,ryan-ignoffo
ryan jackson,474249,6596,ryan-jackson
ryan jeffers,680777,24618,ryan-jeffers
ryan jensen,276528,1117,ryan-jensen
ryan johnson,696270,35325,ryan-johnson
ryan johnson,696270,35325,ryan-johnson
ryan kreidler,668952,25867,ryan-kreidler
ryan lambert,822038,sa3025613,ryan-lambert
ryan lasko,805782,,ryan-lasko
ryan lobus,815590,,ryan-lobus
ryan long,117899,1007739,ryan-long
ryan loutos,702795,,ryan-loutos
ryan magdic,678163,,ryan-magdic
ryan mccarty,806005,,ryan-mccarty
ryan mccoy,700178,,ryan-mccoy
ryan mccrystal,701734,,ryan-mccrystal
ryan mcdonagh,816014,sa3067438,ryan-mcdonagh
ryan mckenna,663630,19928,ryan-mckenna
ryan mcmahon,641857,15112,ryan-mcmahon
ryan miller,668943,,ryan-miller
ryan minckler,828514,,ryan-minckler
ryan mitchell,815829,,ryan-mitchell
ryan mountcastle,663624,18373,ryan-mountcastle
ryan murphy,694885,,ryan-murphy
ryan nicholson,690804,sa3025167,ryan-nicholson
ryan noda,676116,23312,ryan-noda
ryan ohearn,656811,16442,ryan-ohearn
ryan pepiot,686752,26221,ryan-pepiot
ryan picollo,827264,,ryan-picollo
ryan prager,696492,,ryan-prager
ryan ramsey,687547,,ryan-ramsey
ryan reckley,703144,,ryan-reckley
ryan reed,811266,,ryan-reed
ryan ritter,690022,31500,ryan-ritter
ryan rolison,669020,,ryan-rolison
ryan schiefer,700987,,ryan-schiefer
ryan slater,695421,,ryan-slater
ryan sloan,815549,sa3067131,ryan-sloan
ryan spikes,691797,,ryan-spikes
ryan sprock,823779,,ryan-sprock
ryan stafford,701696,,ryan-stafford
ryan thompson,657044,16647,ryan-thompson
ryan ure,702073,,ryan-ure
ryan vanderhei,687864,,ryan-vanderhei
ryan verdugo,489400,9154,ryan-verdugo
ryan vilade,668723,22165,ryan-vilade
ryan waldschmidt,814439,sa3025261,ryan-waldschmidt
ryan walker,676254,20423,ryan-walker
ryan ward,669899,sa1169792,ryan-ward
ryan watson,670245,,ryan-watson
ryan weathers,677960,23796,ryan-weathers
ryan webb,444436,7474,ryan-webb
ryan weingartner,805550,,ryan-weingartner
ryan weiss,680802,24621,ryan-weiss
ryan wideman,834240,sa3060916,ryan-wideman
ryan yarbrough,642232,16502,ryan-yarbrough
ryan zeferjahn,666171,25420,ryan-zeferjahn
ryder ryan,656924,19891,ryder-ryan
ryjeteri merite,820853,,ryjeteri-merite
rylan bannon,676625,19768,rylan-bannon
rylan galvan,805025,,rylan-galvan
rylan kaufman,676932,,rylan-kaufman
rylan mills,836079,,rylan-mills
ryland zaborowski,695301,,ryland-zaborowski
ryne nelson,669194,26253,ryne-nelson
ryne stanek,592773,15947,ryne-stanek
sabier marte,800239,sa3019431,sabier-marte
sabin ceballos,694754,,sabin-ceballos
sadbiel delzine,829094,,sadbiel-delzine
sadrac franco,677614,,sadrac-franco
sal frelick,686217,29622,sal-frelick
sal romano,607219,13690,sal-romano
sal stewart,701398,31505,sal-stewart
salvador perez,521692,7304,salvador-perez
sam antonacci,803011,sa3025363,sam-antonacci
sam armstrong,814098,,sam-armstrong
sam bachman,696147,29754,sam-bachman
sam benschoter,680397,,sam-benschoter
sam bower,804984,,sam-bower
sam brodersen,813291,,sam-brodersen
sam brown,111590,1001558,sam-brown
sam carlson,672277,,sam-carlson
sam clay,621348,16279,sam-clay
sam coonrod,656322,17264,sam-coonrod
sam garcia,822760,,sam-garcia
sam gerth,821456,,sam-gerth
sam haggerty,664059,18054,sam-haggerty
sam hentges,656529,18548,sam-hentges
sam highfill,687122,,sam-highfill
sam hilliard,656541,17954,sam-hilliard
sam horn,116152,1006029,sam-horn
sam huff,669087,22209,sam-huff
sam knowlton,681060,,sam-knowlton
sam kulasingam,814528,,sam-kulasingam
sam long,669674,25379,sam-long
sam mettert,805329,,sam-mettert
sam moll,594580,14874,sam-moll
sam petersen,695763,sa3025609,sam-petersen
sam robertson,816384,,sam-robertson
sam rochard,835380,,sam-rochard
sam ryan,687857,,sam-ryan
sam shaw,122082,sa3022889,sam-shaw
sam stuhr,702023,,sam-stuhr
sam tookoian,702494,,sam-tookoian
sam weatherly,676333,,sam-weatherly
sam white,124188,1013891,sam-white
samad taylor,669392,22274,samad-taylor
sami manzueta,832795,,sami-manzueta
samil serrano,836603,,samil-serrano
sammy hernandez,803679,,sammy-hernandez
sammy peralta,671111,25589,sammy-peralta
sammy siani,686445,,sammy-siani
sammy stafura,,sa3022612,sammy-stafura
samuel aldegheri,,26443,samuel-aldegheri
samuel basallo,694212,28824,samuel-basallo
samuel carpio,815704,,samuel-carpio
samuel dutton,695542,,samuel-dutton
samuel escudero,699167,,samuel-escudero
samuel estevez,821086,,samuel-estevez
samuel gil,800510,,samuel-gil
samuel munoz,703153,,samuel-munoz
samuel savinon,829493,,samuel-savinon
samuel strickland,694436,,samuel-strickland
samuel vasquez,679029,,samuel-vasquez
samuel zavala,694214,sa3015718,samuel-zavala
samuell sanchez,823882,,samuell-sanchez
samy natera jr.,696519,,samy-natera-jr
sandro fabian,660758,,sandro-fabian
sandro pereira,808014,,sandro-pereira
sandro santana,811139,,sandro-santana
sandy alcantara,645261,18684,sandy-alcantara
sandy gaston,682624,,sandy-gaston
sandy leon,506702,5273,sandy-leon
sandy luciano,821773,,sandy-luciano
sandy ozuna,814252,,sandy-ozuna
sandy presbot,829715,,sandy-presbot
sann omosako,808020,,sann-omosako
santiago almao,830046,,santiago-almao
santiago camacho,821666,,santiago-camacho
santiago castellanos,829764,MISSING,santiago-castellanos
santiago espinal,669289,19997,santiago-espinal
santiago gil,829761,,santiago-gil
santiago gomez,801726,,santiago-gomez
santiago leon,829054,,santiago-leon
santiago martinez,825422,,santiago-martinez
